input1,input2,y_true_1,y_true_2,model1_out1,model1_out2,model2_out1,model2_out2
36.0,0.30000000000000004,-2.7674028129180055,-1.3573982707915009,-4.0968636983264455,-1.943327709347451,-4.7125992318002705,-2.2118969934463677
36.0,0.4,-2.4691551844314965,-1.7708025403131324,-4.08350321141433,-1.9606490356441286,-4.703336589737237,-2.2395118240673204
36.0,0.5,-2.196123601537629,-2.1507252491985924,-4.072198017118372,-1.9759303550168341,-4.696938476953167,-2.2630205433142465
36.0,0.6000000000000001,-1.9430302872518967,-2.4887960072888364,-4.063175483557473,-1.9890954939761163,-4.69349679527712,-2.2822572597170487
36.0,0.7000000000000001,-1.7059742759770566,-2.7766444244248207,-4.056622961996879,-2.0000785075696923,-4.6930610888972355,-2.297085512787433
36.0,0.8,-1.4820099406294749,-3.0059001104475023,-4.052681324695712,-2.0088242294861725,-4.695637360299863,-2.30739988475175
36.0,0.9,-1.2688714142217412,-3.1681926751978393,-4.0514399324009425,-2.0152887336905803,-4.701187934002849,-2.313127248643269
36.0,1.0,-1.064787200745517,-3.2551517285167875,-4.052933282404363,-2.019439701924684,-4.709632372260476,-2.314227631775103
37.0,0.0,-4.060561656882712,-0.0,-3.409507473838403,-2.5034185028377003,-4.224974747491974,-1.7075597294045068
37.0,0.1,-3.610999473442125,-0.4546886244425473,-3.3350456162126214,-2.535434876335825,-4.205491535590792,-1.727727488272539
37.0,0.2,-3.2222521535262807,-0.9011682265782078,-3.26393706565503,-2.5647577620720234,-4.191369869342059,-1.7450355991426996
37.0,0.30000000000000004,-2.878221645025686,-1.3312297841000955,-3.1974621847817137,-2.5912446032599528,-4.182820832885961,-1.7593644336823164
37.0,0.4,-2.568030885704201,-1.7366642747013237,-3.1368741483904072,-2.6147653870175773,-4.1799726209901245,-1.7706141926496946
37.0,0.5,-2.284065931996525,-2.109262676075006,-3.083360042349712,-2.6352037066558314,-4.182867338562257,-1.778706063078626
37.0,0.6000000000000001,-2.020837661797442,-2.440815965914256,-3.03800238510542,-2.6524577212824703,-4.191459964604392,-1.7835831375668225
37.0,0.7000000000000001,-1.7742888978987499,-2.7231151219121856,-3.001742803948047,-2.6664410010454103,-4.205619516254309,-1.785211080461072
37.0,0.8,-1.5413560575105802,-2.947951121761911,-2.975349564003019,-2.6770832481112534,-4.225132370669924,-1.783578530226304
37.0,0.9,-1.319682538486881,-3.1071149431565432,-2.9593905119055766,-2.684330885501963,-4.249707627225183,-1.7786972314949634
37.0,1.0,-1.1074259064225576,-3.1923975637891973,-2.9542127649535797,-2.6881475063433857,-4.278984321917452,-1.7706018944340611
38.0,0.0,-4.21845631570741,-0.0,-2.348893061193059,-2.8586557708490203,-3.2659191581531686,-1.6116352800026559
38.0,0.1,-3.751412937896947,-0.44568518644625826,-2.197954156360407,-2.896339310882307,-3.231271318313427,-1.6242918787906269
38.0,0.2,-3.3475492053678164,-0.8833239001181605,-2.0537460260816904,-2.93080247750175,-3.206817176737557,-1.6341523557750137
38.0,0.30000000000000004,-2.990141094369076,-1.3048696682413519,-1.9188654031989043,-2.96187773812642,-3.1929266973092507,-1.6411473208318275
38.0,0.4,-2.6678885888527946,-1.7022760180414753,-1.7958553511299367,-2.989412574703689,-3.189811264477234,-1.6452274411446917
38.0,0.5,-2.3728816775854185,-2.067496476744177,-1.6871263098368199,-3.013270729702629,-3.197518330750653,-1.646364020603416
38.0,0.6000000000000001,-2.099417794328804,-2.3924845715750997,-1.594877950997843,-3.033333329256998,-3.2159302140335306,-1.6445493359512828
38.0,0.7000000000000001,-1.843281998819977,-2.6691938297598874,-1.5210253600357766,-3.049499869692579,-3.244767087125895,-1.6397967238625633
38.0,0.8,-1.6012915810644457,-2.8895777785241856,-1.4671329959835906,-3.0616890559593233,-3.2835940541264037,-1.6321404177102923
38.0,0.9,-1.3709983026049084,-3.0455899450936377,-1.4343596068376532,-3.0698394827631112,-3.331832062750105,-1.621635137070871
38.0,1.0,-1.150488086102021,-3.1291838566938885,-1.4234168083721723,-3.073910149780206,-3.3887722701782343,-1.6083554364814905
39.0,0.0,-4.377602368749194,-0.0,-2.396453858204212,-2.7775147938538134,-2.9338057127802672,-1.5404734871215156
39.0,0.1,-3.892939249351961,-0.4366270985720738,-2.2490189351410317,-2.8148509420024546,-2.893649537379139,-1.5503594702417374
39.0,0.2,-3.4738392990719413,-0.865371260560098,-2.1081682018222447,-2.849101372581059,-2.865346095562541,-1.557561440080785
39.0,0.30000000000000004,-3.102947561378105,-1.2783495493800234,-1.976437936797975,-2.880099592890855,-2.8493238524150266,-1.562027960591068
39.0,0.4,-2.76853771429003,-1.6676790284478002,-1.8563117774620044,-2.9076934483836125,-2.845826830836959,-1.563727086640021
39.0,0.5,-2.4624013324214213,-2.0254767611793794,-1.750143612329464,-2.9317463664223697,-2.8549084278598844,-1.5626467446361674
39.0,0.6000000000000001,-2.1786207137495985,-2.343859810990711,-1.6600812708122747,-2.9521384819521073,-2.8764300580949143,-1.5587948754524028
39.0,0.7000000000000001,-1.9128219046056258,-2.614945241297746,-1.5879944462248945,-2.968767632457348,-2.910064672159012,-1.552199337231897
39.0,0.8,-1.661702123647653,-2.830850115516434,-1.535410221563764,-2.981550210273984,-2.955305026248857,-1.542907569791395
39.0,0.9,-1.4227207698434876,-2.9836914970627264,-1.5034592998559821,-2.990421863231611,-3.01147640964687,-1.5309860265298454
39.0,1.0,-1.1938915551134164,-3.0655864493525735,-1.4928355824120305,-2.995338033713316,-3.0777533838206166,-1.5165193828717158
40.0,0.0,-4.537682300392013,-0.0,-3.467700677726499,-2.2773848533887326,-3.6512024569961135,-1.2973345333678177
40.0,0.1,-4.0352960457057545,-0.4275250327477869,-3.398209463085584,-2.3084721936158736,-3.623156226154525,-1.3049917308215198
40.0,0.2,-3.600870470633662,-0.8473314590868873,-3.3319371126783945,-2.33724193184813,-3.6033906072300383,-1.3105297345983802
40.0,0.30000000000000004,-3.2164159835131616,-1.2517006726086157,-3.2700769716668265,-2.3635542185359446,-3.592204824826367,-1.3139087653631956
40.0,0.4,-2.8697774548425166,-1.632914066904285,-3.2137949851343066,-2.387279858098041,-3.5897692473404152,-1.315104500790739
40.0,0.5,-2.5524462939705073,-1.9832530355652098,-3.1641935136346113,-2.408301365530221,-3.596121069581945,-1.3141083672001734
40.0,0.6000000000000001,-2.2582884006602106,-2.2949989721827038,-3.122275614627851,-2.426513935015853,-3.6111633677107218,-1.3109276420020604
40.0,0.7000000000000001,-1.9827698747365097,-2.560433270348079,-3.0889113966452895,-2.4418263102572295,-3.6346675598267266,-1.3055853650298923
40.0,0.8,-1.722467158924315,-2.771837323652652,-3.0648080183280415,-2.454161546362888,-3.6662791856170935,-1.298120060783671
40.0,0.9,-1.474746747627404,-2.9214925256877344,-3.0504847756924356,-2.463457653616389,-3.7055268000993875,-1.2885852757238863
40.0,1.0,-1.2375497182887307,-3.001680270044641,-3.0462545030123316,-2.4696681164228718,-3.751833669822263,-1.2770489387275972
41.0,0.0,-4.698363243285625,-0.0,-4.144038678056271,-1.5628802509143593,-4.615357429096513,-0.8985978358450473
41.0,0.1,-4.178187312779001,-0.4183895108631181,-4.127677399976681,-1.5845616217293297,-4.603600721179863,-0.9036824720322325
41.0,0.2,-3.7283785737040764,-0.8292253495140633,-4.1126609637679135,-1.6050155857817208,-4.595323563721833,-0.9075967576835328
41.0,0.30000000000000004,-3.3303104165642217,-1.2249538437406635,-4.099259740471176,-1.624142714758694,-4.590651259872837,-0.9103125281748986
41.0,0.4,-2.97139729440226,-1.5980213213307457,-4.087724496012081,-1.641849026936846,-4.589654974243917,-0.9118102127240696
41.0,0.5,-2.6428293243481638,-1.9408741100721374,-4.078278678873634,-1.6580467559869438,-4.592349929372004,-0.9120790691669254
41.0,0.6000000000000001,-2.338255195495636,-2.2459585377526663,-4.071111273525783,-1.6726550756166931,-4.5986950187278595,-0.9111173123826753
41.0,0.7000000000000001,-2.052980460653066,-2.505720932160158,-4.06637053622872,-1.6856007713846892,-4.608593850016084,-0.9089321337779285
41.0,0.8,-1.7834603331655638,-2.7126076210824426,-4.064158902051539,-1.6968188517695049,-4.621897181618533,-0.9055396120039121
41.0,0.9,-1.5269680540678279,-2.8590649323073447,-4.064529307102561,-1.706253091752957,-4.638406666249179,-0.9009645160309222
41.0,1.0,-1.281371793623352,-2.9375391936226936,-4.067483110365843,-1.713856502258796,-4.657879770571688,-0.8952400042247257
42.0,0.0,-4.859297917854163,-0.0,-4.211462374891643,-0.9068866264549433,-5.1315121045103105,-0.4716592991351847
42.0,0.1,-4.321304219806023,-0.40923088569383537,-4.208180853986322,-0.9195586078149711,-5.128569324352983,-0.4745623564232456
42.0,0.2,-3.8560880251358842,-0.8110734504824658,-4.2065551272443065,-0.9319984924689112,-5.126536280072582,-0.4773147740349242
42.0,0.30000000000000004,-3.4443847005966273,-1.1981393734606873,-4.206614411374341,-0.9441458019253094,-5.125443744483844,-0.47989672965799196
42.0,0.4,-3.073177602102362,-1.5630403337232945,-4.208352929777385,-0.9559407667477129,-5.125308367907388,-0.4822896319418085
42.0,0.5,-2.7333550787929664,-1.8983880103650836,-4.211730271017771,-0.967324816287496,-5.126132255994929,-0.4844763434599423
42.0,0.6000000000000001,-2.4183482660948616,-2.1967940824808494,-4.216672937844831,-0.9782410630849137,-5.127902915247471,-0.4864413850515439
42.0,0.7000000000000001,-2.1233019162797535,-2.4508702291653868,-4.223077004359029,-0.9886347764318089,-5.1305935682824435,-0.4881711183150688
42.0,0.8,-1.8445498218793352,-2.653228129513492,-4.230811747330419,-0.9984538393273805,-5.134163827665134,-0.48965390304016543
42.0,0.9,-1.5792718233026029,-2.79647946261996,-4.239724074503342,-1.0076491838957597,-5.13856070464422,-0.4908802272076005
42.0,1.0,-1.3252630685056808,-2.8732359075795855,-4.2496435408114,-1.0161751997117,-5.143719917574979,-0.4918428074367525
43.0,0.0,-5.020125689398279,-0.0,-4.19498961416624,-0.5102774491613495,-5.267391501299482,-0.13721196716060863
43.0,0.1,-4.464326059500612,-0.40005932267440514,-4.193050680842322,-0.5168225041817048,-5.266985387434756,-0.13892238918642447
43.0,0.2,-3.983712643845086,-0.7928959093326222,-4.1929818077100265,-0.5237268448828969,-5.266813415606736,-0.14128214867207006
43.0,0.30000000000000004,-3.558383209249956,-1.171287023958464,-4.194784168137425,-0.5309568822532647,-5.26687817791604,-0.14427423681506174
43.0,0.4,-3.174890300862695,-1.5280099305357417,-4.198418276246055,-0.5384769532302517,-5.267178717153968,-0.14787712694226374
43.0,0.5,-2.8238207002865323,-1.8558418930482685,-4.2038054244505165,-0.5462496135960476,-5.267710550319696,-0.15206503239013808
43.0,0.6000000000000001,-2.498388133793562,-2.147560175479856,-4.210830517366907,-0.554235948552747,-5.268465779865384,-0.1568082138915375
43.0,0.7000000000000001,-2.193576659932726,-2.395942041814316,-4.219346159582784,-0.5623958972978599,-5.269433288784778,-0.1620733312194601
43.0,0.8,-1.9055987310777143,-2.59376475603546,-4.229177794558101,-0.5706885876610372,-5.270599012842887,-0.16782383330017075
43.0,0.9,-1.6315408490544405,-2.733805582127103,-4.240129644596742,-0.579072677207023,-5.271946280608077,-0.1740203804845575
43.0,1.0,-1.3691251880177124,-2.8088417840730537,-4.251991170054454,-0.5875066964419152,-5.273456209806285,-0.1806212921046733
44.0,0.0,-5.180473739960644,-0.0,-4.305852081555616,-0.4416332902642781,-5.27167723138056,0.013157330346251384
44.0,0.1,-4.606921290179286,-0.3908847825587154,-4.304795895828686,-0.4458328726933881,-5.271612785653559,0.011639880491572108
44.0,0.2,-4.110956580742962,-0.7747124677392392,-4.304802097418651,-0.45047391113385904,-5.271762510627255,0.009113146552941931
44.0,0.30000000000000004,-3.672041680383868,-1.1444259581633804,-4.305870537695471,-0.4555337716955761,-5.27212412388934,0.005595348849927795
44.0,0.4,-3.2762996085156497,-1.492968156452947,-4.307977940193093,-0.4609874237084163,-5.272692167218021,0.0011117904303173387
44.0,0.5,-2.9140164787278615,-1.813281965229748,-4.311078743692919,-0.46680764593311985,-5.2734581436626415,-0.004305446030931526
44.0,0.6000000000000001,-2.578189256631576,-2.098310287115592,-4.3151067399100365,-0.4729652528783726,-5.274410728985614,-0.010617880486855136
44.0,0.7000000000000001,-2.263641786374107,-2.3409960247322865,-4.319977423582604,-0.47942933859360237,-5.275536050129932,-0.017781090750741857
44.0,0.8,-1.9664655421075095,-2.534282080701641,-4.325590938478594,-0.48616753504324317,-5.276818021133863,-0.02574523284197311
44.0,0.9,-1.683653965487209,-2.671111357645464,-4.331835475954827,-0.49314628207356104,-5.278238725141683,-0.034455618320986425
44.0,1.0,-1.4128564745347207,-2.7444267581855635,-4.338590964790994,-0.5003311058282203,-5.279778829848654,-0.04385333886411297
45.0,0.0,-5.339958351106881,-0.0,-4.410080650878975,-0.6681041212456004,-5.2249072361702655,-0.0816490015048904
45.0,0.1,-4.748748676520047,-0.3817170050042822,-4.409726579522441,-0.6736752907500263,-5.224167291102541,-0.08379259090716079
45.0,0.2,-4.237515336684814,-0.7565424291759894,-4.4096677238236275,-0.6793154017743273,-5.223876791577649,-0.0867180904451641
45.0,0.30000000000000004,-3.785088125343406,-1.1175846916825471,-4.4099051747640186,-0.6849968652900625,-5.2240401415441005,-0.09040440427862922
45.0,0.4,-3.377162849078405,-1.4579522116913803,-4.4104336298491456,-0.6906915618694035,-5.224654907669039,-0.0948250121262268
45.0,0.5,-3.00372657249762,-1.7707534083699144,-4.411241589562234,-0.6963710734291396,-5.225711879619059,-0.09994828703251879
45.0,0.6000000000000001,-2.657560667760168,-2.049096700885575,-4.412311773287917,-0.7020069194994556,-5.227195299629189,-0.10573787217732661
45.0,0.7000000000000001,-2.3333296273314845,-2.2860905084057856,-4.413621733724058,-0.7075707950850199,-5.229083253363999,-0.11215311041345327
45.0,0.8,-2.0270045985834284,-2.4748432500979733,-4.415144639269982,-0.7130348074657231,-5.231348208502973,-0.11914951969276633
45.0,0.9,-1.7354864641097358,-2.6084633451295627,-4.416850186326345,-0.7183717090853923,-5.2339576825767695,-0.12667930616086398
45.0,1.0,-1.4563522775746036,-2.6800592126679783,-4.418705598259665,-0.7235551239256872,-5.236875017402182,-0.1346919070911904
46.0,0.0,-5.498186292754096,-0.0,-4.426445939018919,-1.109061030853144,-5.033593593285424,-0.40323131857103217
46.0,0.1,-4.889458524627749,-0.37256549311115544,-4.425152388565559,-1.1192766307276618,-5.029843189926551,-0.4066851791454939
46.0,0.2,-4.363076864572605,-0.7384046282724603,-4.423972877092104,-1.12886498505899,-5.027503787862945,-0.41015007219467176
46.0,0.30000000000000004,-3.8972438133933442,-1.090791047534065,-4.4229294403033235,-1.1377791403732629,-5.026610908403788,-0.4136010193487998
46.0,0.4,-3.477231331093131,-1.4229983929461179,-4.42204227915692,-1.1459750211574904,-5.027178207492122,-0.41701318098179974
46.0,0.5,-3.0927297896741783,-1.7283003065587699,-4.4213291138763235,-1.1534117928277203,-5.0291971282669605,-0.4203621539838642
46.0,0.6000000000000001,-2.736306666626457,-1.9999704304221706,-4.420804597556528,-1.160052200547663,-5.032637115752852,-0.42362426241426954
46.0,0.7000000000000001,-2.402468358355594,-2.2312824065864683,-4.4204798163621,-1.1658628801269804,-5.037446386387729,-0.4267768361586338
46.0,0.8,-2.087066633576044,-2.415509877101814,-4.420361900082891,-1.1708146372607158,-5.043553225109551,-0.42979847303876056
46.0,0.9,-1.7869105451450809,-2.5459264840183566,-4.420453762143885,-1.1748826918036346,-5.0508677647200875,-0.4326692801767259
46.0,1.0,-1.4995053525692987,-2.6158058693862456,-4.420753982312102,-1.1780468844072072,-5.059284185729661,-0.4353710907779624
47.0,0.0,-5.6547563121670485,-0.0,-4.273916584442634,-1.647098091297107,-4.582512083564511,-0.8104477270876816
47.0,0.1,-5.028694006177124,-0.36343949894251637,-4.262320316240058,-1.6642522010095275,-4.571961046286671,-0.8155878879139644
47.0,0.2,-4.487322750945464,-0.7203174021167625,-4.2514242714147406,-1.6799461412838295,-4.56508872914994,-0.8197638825081259
47.0,0.30000000000000004,-4.008224327153702,-1.0640721137544686,-4.2414320246842125,-1.6941030343454127,-4.561999493437682,-0.8229456323677788
47.0,0.4,-3.576251289316457,-1.3881420380873644,-4.232537890367212,-1.7066529159639316,-4.5627404766501165,-0.8251102304920079
47.0,0.5,-3.180800425593965,-1.6859655793471797,-4.2249206756874225,-1.7175333112564888,-4.567300395869411,-0.8262422161453937
47.0,0.6000000000000001,-2.814227560008717,-1.9509811417656446,-4.218737720432681,-1.726689752865853,-4.575609833609617,-0.8263337586916955
47.0,0.7000000000000001,-2.4708826494469056,-2.1766271295744883,-4.214119499676871,-1.734076234961284,-4.587542996130294,-0.8253847476659985
47.0,0.8,-2.146499334822594,-2.356341947005442,-4.211165047781241,-1.7396555982698672,-4.602920882027525,-0.8234027876264619
47.0,0.9,-1.8377958014542906,-2.483563998290234,-4.2099384276913066,-1.743399841629659,-4.621515749472915,-0.8204030978597672
47.0,1.0,-1.5422062669546497,-2.551731687660596,-4.210466421441369,-1.7452903559023705,-4.643056726372577,-0.8164083188952937
48.0,0.0,-5.809260716248482,-0.0,-3.665282415455611,-2.1046972091909772,-4.113304516367155,-1.0836446886764666
48.0,0.1,-5.166092565520971,-0.35434801004970906,-3.6137004867386735,-2.1291346789442835,-4.095640757151926,-1.090349218509747
48.0,0.2,-4.6099294716036345,-0.7022985635488715,-3.5652229430131213,-2.1514191472126725,-4.084014468708556,-1.0954411300430564
48.0,0.30000000000000004,-4.117740684164365,-1.0374542039469414,-3.5207555194978584,-2.171441415596051,-4.078602208763073,-1.0988838755587969
48.0,0.4,-3.673964885411202,-1.353417474693372,-3.4811629896245613,-2.189102521838239,-4.079486523016293,-1.1006527441093947
48.0,0.5,-3.267709152889771,-1.6437909192376168,-3.4472413631793084,-2.2043145544300593,-4.086653850310382,-1.1007351570560244
48.0,0.6000000000000001,-2.891120449481802,-1.9021770810291303,-3.4196913509281557,-2.217001381321408,-4.099994868731388,-1.0991308169609804
48.0,0.7000000000000001,-2.5383943564477063,-2.1221785035173646,-3.399094326558332,-2.2270992846936766,-4.119307269901869,-1.09585170763427
48.0,0.8,-2.205147945351465,-2.2973977301517743,-3.385891936739389,-2.2345574940025315,-4.144300863359732,-1.090921945298249
48.0,0.9,-1.8880097327807563,-2.4214373043818127,-3.3803703575319255,-2.239338611036427,-4.174604830874529,-1.0843774834931854
48.0,1.0,-1.5843438317041312,-2.4878997696569334,-3.382649980675093,-2.241418922624539,-4.209776877394205,-1.0762656767285401
49.0,0.0,-5.961287039285948,-0.0,-2.7677808068027634,-2.2609834839635967,-4.187166550889856,-1.0581718493705206
49.0,0.1,-5.301287402793575,-0.3452997370202068,-2.6572216103428277,-2.290440920155066,-4.169252348382642,-1.066662996230634
49.0,0.2,-4.730569715046268,-0.6843653764813724,-2.5533116909587683,-2.317534351422127,-4.1570007832845395,-1.073632775125954
49.0,0.30000000000000004,-4.225500519023274,-1.0109628208244568,-2.4579924920796765,-2.3421309304366478,-4.150597881059079,-1.0790317125321878
49.0,0.4,-3.770111262683546,-1.3188579724904181,-2.3731177533144465,-2.3641090088483256,-4.150141130387468,-1.0828214301419266
49.0,0.5,-3.353223959598346,-1.6018167339202165,-2.3003939134961584,-2.383359139313736,-4.155637013274918,-1.08497509942862
49.0,0.6000000000000001,-2.9667800614120763,-1.853605007554811,-2.2413232240662007,-2.3997849831172173,-4.167000852790822,-1.0854777578329782
49.0,0.7000000000000001,-2.604823249774947,-2.06798869583516,-2.197152213963928,-2.413304113372585,-4.184058983024753,-1.0843264816062315
49.0,0.8,-2.262855896545278,-2.238733701202223,-2.168827971710134,-2.423848704033403,-4.20655316384454,-1.081530412838213
49.0,0.9,-1.9374182877679331,-2.359605926096959,-2.1569643848709226,-2.431366096557145,-4.234147083482407,-1.0771106395656949
49.0,1.0,-1.6258055561688947,-2.4243712729603275,-2.1618200187538865,-2.4358192381524546,-4.266434720323204,-1.0710999319836072
50.0,0.0,-6.110419787393147,-0.0,-2.7259706396218175,-1.9600774170566913,-4.966571407212847,-0.7519747609457331
50.0,0.1,-5.433909025217477,-0.33630310206279984,-2.611768588090967,-1.9904050260967232,-4.954487109878267,-0.7656497671373492
50.0,0.2,-4.848913766770046,-0.6665345332759199,-2.5043388029493943,-2.018878814288484,-4.944119203753228,-0.7786462040839612
50.0,0.30000000000000004,-4.3312093198874955,-0.9846226227896816,-2.405688915837504,-2.0453589839071746,-4.935624403541011,-0.7908733607663836
50.0,0.4,-3.8644276493243144,-1.2844956997544046,-2.3177379132632163,-2.069714393997743,-4.929130996145308,-0.802245213747101
50.0,0.5,-3.4371111304086455,-1.56008209332041,-2.2422544241370708,-2.091823641999109,-4.924735616599147,-0.8126814348816989
50.0,0.6000000000000001,-3.0409996151212404,-1.8053101326380188,-2.180797747664446,-2.1115760719551027,-4.92250085569216,-0.8221083362267604
50.0,0.7000000000000001,-2.669987776665266,-2.01410814685755,-2.134664359208836,-2.128872696718747,-4.922453782001992,-0.8304597362885809
50.0,0.8,-2.3194654703165827,-2.1804044651293255,-2.104842455267819,-2.143627024285097,-4.924585427124912,-0.8376777334791334
50.0,0.9,-1.9858864309027728,-2.2981274166036654,-2.0919767607593016,-2.1557657784585538,-4.928851246421802,-0.8437133740941412
50.0,1.0,-1.6664781238344943,-2.3612053304308906,-2.096345350155891,-2.1652295047190964,-4.93517253093243,-0.8485272040449274
51.0,0.0,-6.256242250010434,-0.0,-3.729838055604628,-1.2569079573911872,-6.026737221556766,-0.35791446539914057
51.0,0.1,-5.563586858044992,-0.32736622864011083,-3.6725421822449897,-1.2842278710715787,-6.015041854135277,-0.38741894986138553
51.0,0.2,-4.964630946782473,-0.6488221341954453,-3.617627006925774,-1.310832362796357,-5.999531601098761,-0.4174897782868246
51.0,0.30000000000000004,-4.434571712507395,-0.9584573935812273,-3.566123242094335,-1.3365904658347767,-5.980433552021477,-0.4479192565939031
51.0,0.4,-3.9566505040606526,-1.2503616837126799,-3.5190377468440923,-1.3613743001905891,-5.958030694367542,-0.4784944733814403
51.0,0.5,-3.5191362656308693,-1.5186246815050277,-3.4773209598267103,-1.3850601301214547,-5.932654933127074,-0.508999780450359
51.0,0.6000000000000001,-3.113571724423797,-1.757336063873494,-3.441835076326737,-1.407529393220982,-5.904678909826805,-0.5392193251777688
51.0,0.7000000000000001,-2.7337058527219504,-1.9605855077333016,-3.4133244540655037,-1.4286696888730057,-5.874506903153998,-0.5689395938366096
51.0,0.8,-2.374818486738655,-2.1224626899996752,-3.392389664431477,-1.4483757145979939,-5.842565121070825,-0.5979519234038294
51.0,0.9,-2.033278731253391,-2.2370572875878385,-3.379466452241085,-1.4665501401627354,-5.80929171032119,-0.6260549405706552
51.0,1.0,-1.706247886366482,-2.2984589774130146,-3.3748106334509362,-1.4831044079147384,-5.775126808952321,-0.6530568883747306
52.0,0.0,-6.398338368016818,-0.0,-4.976714873429479,-0.46343746196723584,-6.577308372892015,-0.07509560364164869
52.0,0.1,-5.689950905843527,-0.3184969321544337,-4.960482193175299,-0.4864238483587298,-6.538514395164058,-0.13949625455665615
52.0,0.2,-5.077391092039152,-0.6312436689439928,-4.939781215298707,-0.5099593244098838,-6.492050165816089,-0.20576556259760306
52.0,0.30000000000000004,-4.535292784388391,-0.9324900150038031,-4.915022677945636,-0.5339274594724669,-6.438566431997381,-0.2734475747362124
52.0,0.4,-4.046516697610636,-1.2164857749689901,-4.886714836082397,-0.5582087948169524,-6.378834585424996,-0.3420697941616431
52.0,0.5,-3.5990653320094603,-1.4774807534746794,-4.855446113427849,-0.5826818349663102,-6.313728152465362,-0.4111486716751306
52.0,0.6000000000000001,-3.184289327338602,-1.709724755155997,-4.821864776674452,-0.6072240610372706,-6.244201545311695,-0.4801952794473548
52.0,0.7000000000000001,-2.795795678198653,-1.9074675846480673,-4.786656611772093,-0.6317129516279985,-6.171266796923767,-0.5487210738497692
52.0,0.8,-2.4287570131655674,-2.064959046586017,-4.750521675189745,-0.656027002078144,-6.095969071479044,-0.6162436494837826
52.0,0.9,-2.0794599696054656,-2.176448945604971,-4.714151218778059,-0.6800467284497864,-6.019361778176856,-0.6822923956624605
52.0,1.0,-1.7450013730954956,-2.2361870863400553,-4.6782058470796555,-0.7036556451222818,-5.942482114979607,-0.7464139557281517
53.0,0.0,-6.5362946472647465,-0.0,-6.227002112406344,0.004618343333522734,-5.988337179907198,0.04846691072020021
53.0,0.1,-5.812633454174721,-0.3097027116888574,-6.218941825573127,-0.016191213388796033,-5.8539840451132825,-0.0701094963775098
53.0,0.2,-5.186866074926218,-0.6138140002980762,-6.197993251274228,-0.03827312965768703,-5.711342245538046,-0.1917984280220029
53.0,0.30000000000000004,-4.633079441149423,-0.9067424427480186,-6.1646067665552735,-0.061517386787038775,-5.562367432131519,-0.3157636569324913
53.0,0.4,-4.133764722864731,-1.1828966159590457,-6.119497473637233,-0.08580757180106569,-5.409169963541404,-0.44114050434749785
53.0,0.5,-3.67666573908642,-1.4366850968515197,-6.063619730488495,-0.11102184841644858,-5.253965231411869,-0.5670458835321219
53.0,0.6000000000000001,-3.2529466384061756,-1.662516462345802,-5.998133590522577,-0.13703397518528948,-5.099020396630963,-0.6925886556098613
53.0,0.7000000000000001,-2.8560765741308995,-1.8547992893622536,-5.924364798214718,-0.16371435814020996,-4.946599325062989,-0.8168801337909357
53.0,0.8,-2.4811240905943737,-2.0079421548212375,-5.843760265702084,-0.1909311262997211,-4.798907591106505,-0.9390445542181725
53.0,0.9,-2.1242957603610426,-2.116353635643114,-5.757841113626719,-0.21855121699977548,-4.658039414721932,-1.0582293554113198
53.0,1.0,-1.7826258128903851,-2.1744423087482456,-5.668155393020155,-0.24644145886824004,-4.525928314770592,-1.1736150795789548
54.0,0.0,-6.669702105688639,-0.0,-6.5631107984196095,-0.07509752543762693,-5.327292078694246,0.07110443978740644
54.0,0.1,-5.931270801130254,-0.30099074280170096,-6.554871016701665,-0.09871252950919573,-5.0235029448560145,-0.10360343311789544
54.0,0.2,-5.292731348385179,-0.5965473498256378,-6.531387802821458,-0.1234347641628114,-4.708462062802632,-0.2824504572929542
54.0,0.30000000000000004,-4.7276417866793,-0.8812356852940472,-6.493170702481235,-0.1491402952652412,-4.3864706907023985,-0.46420803451093473
54.0,0.4,-4.218135926300382,-1.1496216134291644,-6.441041357308143,-0.17569987255300212,-4.062071661925853,-0.6476087133619273
54.0,0.5,-3.7517074344498598,-1.3962709984532262,-6.376104136095546,-0.20298001236255703,-3.739942925887953,-0.8313608989417807
54.0,0.6000000000000001,-3.3193401177148107,-1.615749704588469,-6.299707247073227,-0.23084411499848573,-3.4247854127567763,-1.0141640046407523
54.0,0.7000000000000001,-2.914369833137862,-1.8026235960571273,-6.2133962420145465,-0.25915360425162104,-3.1212089735624793,-1.194723772204111
54.0,0.8,-2.5317644727716058,-1.9514585370814388,-6.118862150895138,-0.28776907494760934,-2.83362026171579,-1.3717675367323978
54.0,0.9,-2.1676531843488074,-2.056820391883639,-6.017886670630771,-0.3165514361043338,-2.5661163674138137,-1.5440591562417763
54.0,1.0,-1.8190096651878105,-2.1132750246859637,-5.912286875292364,-0.34536303629163884,-2.322387785125598,-1.7104133902560017
55.0,0.0,-6.798158241567722,-0.0,-5.549632202652503,-0.5202920443389025,-6.0533723690598045,0.03711077046348554
55.0,0.1,-6.045505007679867,-0.29236787136846015,-5.541998182234984,-0.5533120348406336,-5.634293807264754,-0.16709044116135707
55.0,0.2,-5.394667507824709,-0.5794572856811205,-5.52640692833464,-0.5867121130674865,-5.196066334305383,-0.3758438048020904
55.0,0.30000000000000004,-4.818694518287709,-0.8559897858821818,-5.503196343321353,-0.620324491237774,-4.7446804801426925,-0.5877150220019465
